lastName,firstName,middleName,series,number,birthDate,birthPlace,subdivisionCode,issuedDate,issuingAuthority
Богданова,Валентина,Геннадьевна,47 71,022624,20.12.1983,г. Мичуринск,512-167,14.02.2004,Главное управление МВД России по Республике Калмыкия в г. Элиста
Уварова,Елизавета,Леоновна,95 68,667787,04.01.1992,г. Октябрьский (Башк.),201-267,18.02.2012,Управление внутренних дел по Томской области
Красильников,Гедеон,Жанович,29 73,095457,16.01.1965,г. Чехов,813-846,15.03.2010,Отдел по вопросам миграции ОМВД России по Забайкальскому краю
Власова,Вероника,Федоровна,53 55,853577,05.08.1993,г. Ардон,072-712,11.09.2013,Отдел по вопросам миграции ОМВД России по Республике Мордовия в г. Рузаевка
Воронов,Макар,Владиленович,13 35,178905,30.04.1984,г. Сургут (Хант.),673-662,19.06.2004,Управление МВД России по г. Оренбург по Курчатовскому району
Осипов,Александр,Вилорович,17 47,612431,18.12.1972,г. Ардон,251-339,30.12.2017,Межрайонный отдел УФМС России по Волгоградской области в г. Михайловка
Дмитриева,Зинаида,Ждановна,19 55,165116,10.03.1975,г. Гремячинск (Бурят.),243-211,30.04.2020,Отдел по вопросам миграции МВД России по Новосибирской области в г. Бердск
Гаврилов,Адам,Брониславович,77 36,258301,04.10.1987,г. Карталы,202-972,23.11.2007,Паспортный стол ОВД по Оренбургской области в г. Бузулук
Ершова,Мария,Мироновна,82 46,955623,18.09.1984,г. Карачаевск,503-288,22.10.2004,Паспортный стол ОВД по Магаданской области в г. Магадан
Васильева,Екатерина,Федоровна,79 92,805689,29.12.1967,г. Калуга,241-034,23.01.2013,Паспортный стол ОВД по Псковской области в г. Псков
Сазонов,Никита,Адрианович,34 90,056090,08.01.1993,г. Невинномысск,631-998,24.02.2013,Районный отдел УФМС России по Ленинградской области в г. Выборг
Киселев,Мартьян,Денисович,09 87,097310,11.07.1964,г. Нарьян-Мар,602-601,28.08.2009,Отдел УФМС России по Ивановской области в г. Иваново
Емельянова,Зоя,Наумовна,48 82,870936,28.10.2000,г. Бавлы,452-945,19.11.2020,Отдел по вопросам миграции ОМВД России по Приморскому краю
Тетерина,Маргарита,Болеславовна,53 71,499569,17.05.1967,г. Игарка,771-141,02.07.2012,Управление МВД России по Иркутской области
Самойлова,Глафира,Тимуровна,15 78,683760,16.11.1990,г. Холмск,013-787,17.12.2010,Районный отдел УФМС России по Республике Калмыкия в г. Элиста
Фокин,Фома,Эдгардович,99 50,167245,10.04.1981,г. Пенза,111-027,04.05.2026,Отделение УФМС России по Краснодарскому краю
Зуева,Кира,Болеславовна,91 41,444007,29.05.2003,г. Верхнее Пенжино,332-769,05.07.2023,Отдел по вопросам миграции МВД России по Иркутской области
Беляев,Захар,Терентьевич,57 73,585496,06.11.1967,г. Петрозаводск,092-274,10.12.2012,Отделение УФМС России по Воронежской области в г. Лиски
